comment_id,sentimiento,prob_neg,prob_neu,prob_pos
UgwMfCTNaiukOxMqfON4AaABAg,NEU,0.08136378228664398,0.756609320640564,0.16202688217163086
UgwNvErOoJ_qRYF6TB94AaABAg,NEG,0.8715704679489136,0.08935922384262085,0.03907034173607826
UgwO8kzHC551ofxNYCV4AaABAg,POS,0.0044542644172906876,0.025670373812317848,0.9698753356933594
UgwPCZZx2gI444cg2AV4AaABAg,NEG,0.9737553000450134,0.021440234035253525,0.004804516676813364
UgwRLgDGrh-_TEVNOYh4AaABAg,NEU,0.2297697514295578,0.7296850681304932,0.04054515063762665
UgwSDn5aIUEZwOlx9c94AaABAg,POS,0.03313419595360756,0.41005823016166687,0.5568075776100159
UgwSt406Q1HWBWCewI14AaABAg,NEU,0.10884156823158264,0.6455961465835571,0.24556222558021545
UgwSt406Q1HWBWCewI14AaABAg.Aa-KmSVE5UgAa-M7iXQwik,NEU,0.18084394931793213,0.5539582371711731,0.2651977837085724
UgwTyYcT2aNvGA5DK4J4AaABAg,POS,0.014366346411406994,0.20404860377311707,0.7815849781036377
UgwUZL4XYbr2lbEi1r94AaABAg,NEU,0.1502353698015213,0.7764543890953064,0.0733102411031723
UgwXm2HjtCzRKiDHflJ4AaABAg,NEG,0.729413628578186,0.25412696599960327,0.01645948737859726
UgwY0wdDJRzHsTCnLbN4AaABAg,NEG,0.9721691012382507,0.020458746701478958,0.007372112479060888
UgwY2FW-3sBGV2CGxaJ4AaABAg,POS,0.00427113426849246,0.03040638193488121,0.9653224945068359
UgwYTL5-XYvmQxsC3Bt4AaABAg,NEG,0.9705525636672974,0.025769265368580818,0.0036781253293156624
UgwYaHf9EYIl5Pf-y514AaABAg,NEG,0.9535378217697144,0.03769418224692345,0.00876798015087843
UgwZw9X6DpxCIJ6YkXZ4AaABAg,NEG,0.9177561402320862,0.07355967909097672,0.008684157393872738
Ugw_g00Bv3m-cnSxhMp4AaABAg,NEG,0.9829134345054626,0.01435199473053217,0.002734527224674821
Ugw_wfk-1nUcdyG3muZ4AaABAg,POS,0.0074361469596624374,0.05396563559770584,0.9385982155799866
UgwaGYcI3FekgL1PZct4AaABAg,NEG,0.9759317636489868,0.021060744300484657,0.0030074589885771275
UgwaokeDKlLgSdqHpW94AaABAg,NEU,0.45867326855659485,0.5135296583175659,0.027797091752290726
Ugwbnz3tRoBa7Vs3A3d4AaABAg,NEG,0.901703417301178,0.08987460285425186,0.00842195376753807
Ugwc0TMrFYylioxh_Sh4AaABAg,POS,0.06470118463039398,0.3607542812824249,0.5745444893836975
UgwcF8V3__81jxC8Eh14AaABAg,NEG,0.9374303817749023,0.054537445306777954,0.008032172918319702
UgwdC_aDdYB1wpgGNAt4AaABAg,POS,0.009669993072748184,0.10863867402076721,0.8816913366317749
Ugwe0V0ssRP-r167Lzh4AaABAg,NEG,0.8222560882568359,0.1632983684539795,0.014445618726313114
UgwgSP2G2qKwGGl5CSp4AaABAg,NEU,0.14069950580596924,0.4675390422344208,0.39176151156425476
UgwgoKatyznihVvDVVd4AaABAg,NEG,0.9539276361465454,0.03446788713335991,0.011604487895965576
UgwguqWom06c5opgpiF4AaABAg,NEG,0.8495967984199524,0.11953151971101761,0.030871747061610222
UgwhphOY9n46ofElDut4AaABAg,NEG,0.9688194990158081,0.02714431658387184,0.004036258440464735
UgwiGxmosawIyTVTjnB4AaABAg,NEG,0.8959919214248657,0.09057554602622986,0.013432458974421024
Ugwih8O9PeaJ_zd7FWV4AaABAg,NEG,0.9758647084236145,0.020543532446026802,0.0035916969645768404
Ugwije36G_n35mshRfp4AaABAg,NEU,0.1488303691148758,0.5659883618354797,0.2851812541484833
UgwjKxflp7TiD0e7_494AaABAg,NEG,0.9009563326835632,0.08502564579248428,0.014018027111887932
Ugwjtq_DUb6ISU-ppsh4AaABAg,POS,0.021481947973370552,0.4021507501602173,0.5763673186302185
UgwkiP4fW1xfpXbZcV14AaABAg,NEG,0.963775098323822,0.03157335892319679,0.004651506431400776
Ugwm9VajlW3ydbsf-BJ4AaABAg,POS,0.02871803566813469,0.12790046632289886,0.8433814644813538
UgwmvtMMEFg5rWbrmtV4AaABAg,NEG,0.9108222126960754,0.08207512646913528,0.007102631963789463
UgwnCwptihjhFCfQK_l4AaABAg,NEU,0.1407715380191803,0.7334155440330505,0.12581288814544678
UgwopmNYOXxE5kyT7fF4AaABAg,NEG,0.8228858113288879,0.16084155440330505,0.01627272367477417
UgwovhZaCiV0r6XOH_R4AaABAg,NEU,0.20341508090496063,0.47786208987236023,0.31872284412384033
UgwoyDvqZ6NlBCvXB7t4AaABAg,NEG,0.96089106798172,0.034625884145498276,0.004483034834265709
Ugwp1SacIqA0qS_netd4AaABAg,NEG,0.7505590319633484,0.22923901677131653,0.020202014595270157
UgwpY9PE_PBfwa2_g_N4AaABAg,NEG,0.9817752838134766,0.015528823249042034,0.002695899223908782
Ugwqsca_nj4eGguiyTJ4AaABAg,NEG,0.9800505042076111,0.0149307856336236,0.005018671043217182
UgwrIvqGid-S983oU9J4AaABAg,NEG,0.9381494522094727,0.048093922436237335,0.013756578788161278
UgwsCWap2Jq1pNrLOWl4AaABAg,POS,0.02150995098054409,0.06225551664829254,0.9162344932556152
UgwtcR5U0FAkeZsiVVt4AaABAg,NEG,0.8489302396774292,0.1290113627910614,0.022058414295315742
Ugwvm2HYh08HI1HkcXV4AaABAg,POS,0.007008679676800966,0.03900514170527458,0.9539861083030701
UgwvvK1L0aLOhCMUzfN4AaABAg,NEG,0.9671024680137634,0.028192680329084396,0.004704922903329134
UgwwH4OIcVCCN6SbBX14AaABAg,NEG,0.9619882702827454,0.03079027310013771,0.007221468724310398
UgwwKfLmhHVU-Oxzqtl4AaABAg,NEG,0.8561893701553345,0.13144183158874512,0.012368696741759777
UgwwPrhCy2levkb6TRd4AaABAg,NEG,0.9671952128410339,0.03051943890750408,0.0022853445261716843
UgwxjmtBoAozs0ZUAcd4AaABAg,NEG,0.9079324007034302,0.0777178630232811,0.014349768869578838
UgwxjmtBoAozs0ZUAcd4AaABAg.AaAbqoGVGipAaAjNG9oPRN,NEU,0.21427437663078308,0.5860719084739685,0.19965367019176483
UgwypjUeZBU45DrrW0d4AaABAg,NEG,0.9675392508506775,0.029423611238598824,0.0030371255706995726
Ugwz_6qtdDTbTWEUQQ94AaABAg,NEG,0.9856871962547302,0.010808602906763554,0.0035041270311921835
Ugx-G2kCu5aSwh3IR5l4AaABAg,NEG,0.9523075819015503,0.04480745643377304,0.0028849574737250805
Ugx-cQ3Wf3whk_hssDR4AaABAg,NEG,0.9158505797386169,0.07603967934846878,0.008109696209430695
Ugx-hH6Ysw9sdv3kHPN4AaABAg,NEG,0.8668217062950134,0.09817108511924744,0.03500721976161003
Ugx1reCoIQcnK3ii2GR4AaABAg,NEG,0.9651615619659424,0.030320249497890472,0.004518188536167145
Ugx2ApaAMqe4ca4SCYx4AaABAg,NEU,0.1492774933576584,0.7252496480941772,0.12547282874584198
Ugx2LwWBVc3mFGJAinB4AaABAg,NEU,0.025249142199754715,0.555447518825531,0.41930335760116577
Ugx2byJzZBZkDMQMUqV4AaABAg,NEG,0.9095709323883057,0.07092232257127762,0.019506707787513733
Ugx3uDgmZQhx3Z3VOzt4AaABAg,NEU,0.12774047255516052,0.7593331336975098,0.11292637139558792
Ugx3yIUZXGeiOVESIEl4AaABAg,NEU,0.3575282394886017,0.610590398311615,0.031881384551525116
Ugx4dn4xlUl9Jp9QJeJ4AaABAg,POS,0.011543240398168564,0.4162537753582001,0.5722029805183411
Ugx6Wjc02tqpQUBf4NJ4AaABAg,NEG,0.9372140169143677,0.05192579701542854,0.01086021400988102
Ugx74OPnWkWaFjpFuA94AaABAg,NEG,0.6596592664718628,0.3277985751628876,0.01254210900515318
Ugx74OPnWkWaFjpFuA94AaABAg.A7ki-1ED5b2A7nIcG2_svP,NEU,0.2423507124185562,0.4796285331249237,0.2780207395553589
Ugx7Gvgflw7nQKqoR094AaABAg,POS,0.005754456855356693,0.06226218119263649,0.9319833517074585
Ugx7ezRwB-DpY3VQt754AaABAg,NEU,0.43467435240745544,0.5273992419242859,0.03792642056941986
Ugx7j6oWhgfonHPJCdR4AaABAg,NEG,0.8767416477203369,0.1097024455666542,0.013555929064750671
Ugx8FxDKPAY-M_JhRgd4AaABAg,NEG,0.805343508720398,0.18066327273845673,0.013993216678500175
Ugx8vuWdqsWZslsS9R14AaABAg,NEU,0.1732599288225174,0.4971191883087158,0.32962092757225037
Ugx90cmhNaRBNDou1BR4AaABAg,NEG,0.5452280044555664,0.41383305191993713,0.04093895107507706
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaBaWPRQg7K,NEG,0.9383435249328613,0.04291046783328056,0.0187460295855999
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCnVqXU5cy,NEU,0.3543148934841156,0.47288593649864197,0.17279912531375885
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCz3GqqPAJ,NEU,0.0366988331079483,0.6458730101585388,0.3174281716346741
UgxCKgaQSm13r2z9hFd4AaABAg,NEG,0.9671465158462524,0.030712775886058807,0.002140745520591736
UgxCT5F3jO763e2aO-t4AaABAg,NEG,0.4778704047203064,0.4705600142478943,0.05156954750418663
UgxCjFHfuFk1jUGvoIB4AaABAg,POS,0.00433756411075592,0.05014001205563545,0.9455224275588989
UgxD16VX3BhREOtsuhJ4AaABAg,NEG,0.9496656060218811,0.043598681688308716,0.0067357555963099
UgxDBhcq11EK83DqrSZ4AaABAg,POS,0.013792203739285469,0.1841685026884079,0.8020393252372742
UgxDFo35bUo0APtZcd94AaABAg,NEG,0.803084671497345,0.17560845613479614,0.021306946873664856
UgxEE17R1iQyuDZebVF4AaABAg,NEU,0.12275134027004242,0.8171632885932922,0.06008526310324669
UgxEE17R1iQyuDZebVF4AaABAg.A_UFk_pMAbMA_VZ_0Vdu89,NEU,0.19586564600467682,0.7157944440841675,0.08833982795476913
UgxE_8DGgJmaHaV_WLJ4AaABAg,NEG,0.8431577682495117,0.146713525056839,0.010128705762326717
UgxEsAK7q3l34wFdZ414AaABAg,NEG,0.9653481245040894,0.029614482074975967,0.005037331022322178
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zKDdWQaaO,NEG,0.9545396566390991,0.03947937488555908,0.005980994552373886
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zMcZPgoSk,NEU,0.03423594310879707,0.5122796297073364,0.4534844160079956
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zX0eQk5DZ,NEG,0.9607275724411011,0.02597162500023842,0.013300800696015358
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zXHoAX3hj,NEG,0.9771748185157776,0.01863350160419941,0.0041916645132005215
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zXUuRIq0q,NEG,0.7638130187988281,0.19799454510211945,0.03819246217608452
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_znUL05zze,NEG,0.9121987223625183,0.07742533087730408,0.010375884361565113
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa0q77b9a3F,NEG,0.8130667209625244,0.17336776852607727,0.013565483503043652
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa0qEPC8tJc,NEU,0.07826486229896545,0.7996494770050049,0.12208569049835205
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa41uU3Anhg,NEG,0.9607798457145691,0.033249638974666595,0.00597053486853838
UgxFOJmnMHqi2dpDaZd4AaABAg,NEG,0.8848000764846802,0.10364186763763428,0.01155811920762062
UgxFzCyhju6zPSl4zwZ4AaABAg,POS,0.027046555653214455,0.30755144357681274,0.6654019951820374
UgxHqBlwo8Dpvv-2P5d4AaABAg,NEU,0.08842366188764572,0.8619049787521362,0.049671415239572525
UgxJQfg5iHA6vRWS0El4AaABAg,NEG,0.924941897392273,0.06159154698252678,0.0134666059166193
UgxK5IJwWigmJ56Xp7p4AaABAg,POS,0.031160907819867134,0.22988975048065186,0.7389492988586426
UgxKfM_nJMsGTkKkM8V4AaABAg,NEG,0.9731692671775818,0.02123902551829815,0.005591697990894318
UgxLNf6Xy3xngPFLs594AaABAg,NEG,0.8505210876464844,0.14336693286895752,0.006112024188041687
UgxLSZD8ZrNFmd10RKR4AaABAg,NEG,0.9717497229576111,0.023254575207829475,0.004995707422494888
UgxNSGVebHMGSFI8zX94AaABAg,NEG,0.8930358290672302,0.08866074681282043,0.01830349490046501
UgxNgFkGSE6nct4PF3V4AaABAg,NEU,0.12626884877681732,0.7461709380149841,0.12756028771400452
UgxOO0LIkZP1WvhR1U54AaABAg,POS,0.005033509805798531,0.04359239339828491,0.9513741135597229
UgxPHo503SIH-EmlR-t4AaABAg,POS,0.03246067091822624,0.17034536600112915,0.7971940040588379
UgxPRaGm9MdlK4U6VPt4AaABAg,NEG,0.6716195940971375,0.28425896167755127,0.044121455401182175
UgxQC-ejR063rkAb1VB4AaABAg,NEG,0.9801211357116699,0.017045876011252403,0.0028330048080533743
UgxR0AXNH_3DGn-T1494AaABAg,NEG,0.7736864686012268,0.2135539948940277,0.012759546749293804
UgxR1eqvFSEtPNShD8x4AaABAg,POS,0.0221293643116951,0.21195079386234283,0.7659198045730591
UgxS0pN-vg0fjeNSLeJ4AaABAg,NEG,0.9709585309028625,0.024794837459921837,0.004246603697538376
UgxTjz0jSJkZW5dGnSp4AaABAg,NEG,0.9631775617599487,0.031086623668670654,0.005735842045396566
UgxVUS-jkZU2DAjmNjR4AaABAg,NEG,0.9683577418327332,0.02758180722594261,0.004060451406985521
UgxW0ZnTohConSPgOpp4AaABAg,POS,0.007246185559779406,0.04819600284099579,0.944557785987854
UgxWzoHDeFfVC7jrjzF4AaABAg,POS,0.004176657646894455,0.04440734162926674,0.9514159560203552
UgxWzoHDeFfVC7jrjzF4AaABAg.Aa9DdH5avRRAaB_gLYRAuw,NEG,0.6682208776473999,0.26745784282684326,0.06432127952575684
UgxXGkvxY-TdtPROWcV4AaABAg,NEG,0.9457166790962219,0.0432528555393219,0.011030550114810467
UgxXy9CurqMBEjFnVwF4AaABAg,POS,0.002739599207416177,0.03689619153738022,0.9603641629219055
UgxZFzh6jzOX7Avhk1h4AaABAg,NEU,0.3446088135242462,0.5728293657302856,0.08256185799837112
Ugx_gjcVH5SlIKBNTGh4AaABAg,POS,0.004576228093355894,0.07086186856031418,0.9245619773864746
Ugxb-sknzjBr3wecCw94AaABAg,NEG,0.926661491394043,0.0650385245680809,0.008299888111650944
Ugxb1xcC9SSJ_5vSArF4AaABAg,NEU,0.36299997568130493,0.4982492923736572,0.13875067234039307
Ugxbz7-04jLwadBMK_p4AaABAg,NEG,0.9538968205451965,0.037263479083776474,0.008839573711156845
UgxcBa2IQb3I0JZcFax4AaABAg,NEU,0.45334088802337646,0.498494416475296,0.048164743930101395
UgxcGV8-rD83ACvM0954AaABAg,NEG,0.8563533425331116,0.13407158851623535,0.009575110860168934
UgxctiUZJriWwsE0a6J4AaABAg,NEG,0.9674015641212463,0.026807652786374092,0.005790722090750933
Ugxd8fn-MEnc3SKPtid4AaABAg,NEG,0.6604190468788147,0.2815788984298706,0.0580020397901535
UgxdfjiT5_VBaeADj7h4AaABAg,NEU,0.07937859743833542,0.5336158871650696,0.3870055675506592
Ugxe0MXeW4ziwUMTfF54AaABAg,NEU,0.06981782615184784,0.7917838096618652,0.13839837908744812
UgxeJQgzDc124jVv7Fx4AaABAg,POS,0.013987347483634949,0.24481141567230225,0.7412012219429016
Ugxf6gnAtXKqV1Q_zRd4AaABAg,NEU,0.07347353547811508,0.5532758235931396,0.3732506334781647
UgxfUxJfY_pjvu9318Z4AaABAg,NEG,0.97584468126297,0.018890054896473885,0.005265160463750362
UgxfnbtuhVQuDILnXj14AaABAg,NEU,0.1707969307899475,0.704856276512146,0.12434680014848709
Ugxgxziq7k4s9WwmauB4AaABAg,NEG,0.9381409883499146,0.054929766803979874,0.006929309107363224
UgxiEgXuexKPtHEwAQJ4AaABAg,NEG,0.9598485827445984,0.035226818174123764,0.004924611654132605
UgxiEgXuexKPtHEwAQJ4AaABAg.Aa9HLCNywwKAa9OgyseDes,NEG,0.9323515892028809,0.062344472855329514,0.0053039249032735825
UgxiEgXuexKPtHEwAQJ4AaABAg.Aa9HLCNywwKAa9ZeEQh7n7,NEG,0.8376859426498413,0.1414828896522522,0.020831197500228882
Ugxj76_NAyOnh_vsgMV4AaABAg,POS,0.0024241351056843996,0.023534100502729416,0.9740417003631592
UgxkcFai5KbeHyhGbnF4AaABAg,POS,0.12240280956029892,0.30644387006759644,0.5711533427238464
Ugxl5bLZ1llR9fV0V0l4AaABAg,NEG,0.8663551211357117,0.10455959290266037,0.02908538281917572
UgxoLjEjkngSVGZvO1N4AaABAg,NEU,0.17449264228343964,0.5716180205345154,0.253889262676239
Ugxoc10_rBva4f6IW2N4AaABAg,NEU,0.238459512591362,0.6776947379112244,0.08384569734334946
UgxovP0Yh3_qrKdrKrp4AaABAg,NEG,0.9032518863677979,0.09063892066478729,0.006109161302447319
UgxpFKbiejsVGSNIcTh4AaABAg,NEG,0.9473000168800354,0.04611683264374733,0.006583106704056263
UgxqEChOyWebtVaqy-V4AaABAg,NEU,0.20199035108089447,0.5743103623390198,0.22369934618473053
UgxqSfWMWvqMX8tiC5x4AaABAg,NEG,0.5992347598075867,0.3796982765197754,0.021067002788186073
UgxrZBO3MtEqcgXAIEN4AaABAg,POS,0.002790501108393073,0.02115340530872345,0.9760560989379883
UgxswojCyw1a0RuHVEp4AaABAg,NEU,0.14586105942726135,0.7918103337287903,0.062328651547431946
UgxuO_1lX_-jTQfAzZx4AaABAg,POS,0.013281834311783314,0.1331905722618103,0.8535275459289551
UgxudaO35O8XcM9Wu4t4AaABAg,NEG,0.9613690376281738,0.03238825127482414,0.006242659874260426
UgxvgdNqovIhqUZDxUx4AaABAg,NEG,0.6938776969909668,0.2958773374557495,0.010244973935186863
UgxvmbFNm6tYRX6yfLN4AaABAg,NEG,0.9272072315216064,0.06218574941158295,0.010606907308101654
Ugxvt0tvqY4UlDS2hoh4AaABAg,NEG,0.8233815431594849,0.1577400267124176,0.01887836679816246
UgxvxNmPMdRuRDptJQN4AaABAg,NEG,0.8530575633049011,0.1331997960805893,0.013742640614509583
Ugxw_1trnd8loD3302V4AaABAg,NEG,0.7945011854171753,0.19566397368907928,0.009834839962422848
UgxxNu7QTJHuAgFaEYN4AaABAg,NEG,0.9751594066619873,0.021762393414974213,0.003078108886256814
UgxxdDS3FUc53KWN3KF4AaABAg,NEG,0.8377261161804199,0.1557207852602005,0.006553151179105043
Ugxy4k7pO6jFtwyDyFp4AaABAg,NEG,0.8759095668792725,0.11474789679050446,0.009342486038804054
Ugxz9vnSvQJNt4YNbYV4AaABAg,NEG,0.976106584072113,0.020877014845609665,0.003016381524503231
UgxzETIqBajjXFTGd_R4AaABAg,NEG,0.9825757741928101,0.015115026384592056,0.002309266710653901
UgxzN9_I9vkDCdX_8dN4AaABAg,NEG,0.8534358739852905,0.12650172412395477,0.020062439143657684
Ugy0LbKWrqUFhWPRoKN4AaABAg,NEG,0.9247673153877258,0.06557248532772064,0.009660209529101849
Ugy0LbKWrqUFhWPRoKN4AaABAg.A7epXgDRFjZA7f-Z-rKQOV,NEG,0.9517723917961121,0.037871960550546646,0.010355578735470772
Ugy0dVAcWghuyCdAVS54AaABAg,NEG,0.965833842754364,0.028111569583415985,0.006054544821381569
Ugy1neHHTJYO0umhgLt4AaABAg,POS,0.014882487244904041,0.42943817377090454,0.5556793808937073
Ugy2FaeBadbmVJj7F714AaABAg,NEG,0.9317326545715332,0.06445416808128357,0.0038131640758365393
Ugy4JA9MR8l_gkTNgWh4AaABAg,NEG,0.9646670818328857,0.026580290868878365,0.008752655237913132
Ugy4ex02KEXL5UFGjw14AaABAg,NEG,0.8977094292640686,0.08274867385625839,0.019541803747415543
Ugy4utoHlyokVSeSi5h4AaABAg,NEG,0.9150927066802979,0.07698557525873184,0.007921679876744747
Ugy4x4u9e1_xRoppaMF4AaABAg,NEU,0.06832996755838394,0.7657960057258606,0.16587398946285248
Ugy5j8gzaawBk-mw5et4AaABAg,NEG,0.9146071076393127,0.07992392033338547,0.005468966905027628
Ugy5lmf3RzzeJDUeqQd4AaABAg,NEG,0.9826512932777405,0.014333314262330532,0.0030154141131788492
Ugy6Qii72nfxIpYyuCR4AaABAg,NEU,0.09180057048797607,0.7034698724746704,0.2047295719385147
Ugy6isIL3n6cvYbJG-94AaABAg,POS,0.08434590697288513,0.3613896071910858,0.554264485836029
Ugy6y6DL1AgyNzNpfMZ4AaABAg,NEG,0.9736632108688354,0.02321370504796505,0.003123120404779911
Ugy7-QbaMzLjAO_vJMB4AaABAg,NEG,0.9745690822601318,0.02157585509121418,0.003855122020468116
Ugy7Dk5SDB_d3RFlHU94AaABAg,NEG,0.9338306188583374,0.06337951868772507,0.0027898047119379044
Ugy7b0JTkHodE4sTU_54AaABAg,NEG,0.924113392829895,0.06447234749794006,0.011414176784455776
Ugy8csktFvR0eUZN4cp4AaABAg,NEG,0.7773975729942322,0.20052126049995422,0.022081177681684494
UgyAcWsNSqIPesdI3nF4AaABAg,NEG,0.9464523792266846,0.04667448624968529,0.006873148027807474
UgyB52GZe4-PXJ2TqYB4AaABAg,NEG,0.6127405166625977,0.3129906952381134,0.07426874339580536
UgyBhR2qUXgMe2NJjRN4AaABAg,NEG,0.9751647710800171,0.019333621487021446,0.0055016158148646355
UgyC45vItnUiq1QrUtd4AaABAg,NEG,0.8986079096794128,0.08764302730560303,0.013749007135629654
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgvLAMzZ1A,NEG,0.6204462051391602,0.2875164747238159,0.09203729033470154
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgwtbYMM1u,NEG,0.9011881351470947,0.09233801811933517,0.006473864894360304
UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgx6SmnMen,NEG,0.58002108335495,0.3918289840221405,0.028149908408522606
UgyC9HUMcvW-e_nFJK14AaABAg,NEU,0.29059386253356934,0.5893130898475647,0.12009301036596298
UgyCFEFtEmhDbi91yCF4AaABAg,NEU,0.37136131525039673,0.5877434015274048,0.0408952496945858
UgyCoulSuwV8jBnjbtN4AaABAg,NEG,0.9495489597320557,0.04036935791373253,0.010081757791340351
UgyD5CIXnbXNiM-a4VF4AaABAg,NEG,0.5897331237792969,0.2513431906700134,0.15892362594604492
UgyE6hk1g9jR7zB67lV4AaABAg,NEU,0.11280634999275208,0.6153469681739807,0.2718467116355896
